"","houseValue","income","houseAge","rooms","bedrooms","population","households","latitude","longitude"
"3515",NA,4.6591,NA,2722,468,1164,419,34.26,-118.49
"3516",195700,4.1492,34,1732,NA,1120,401,34.25,-118.47
"3517",NA,NA,36,1951,395,1040,375,34.25,-118.48
"3518",216900,4.9688,35,1442,276,795,268,34.25,-118.48
"3519",223300,5.1068,35,NA,335,1074,337,34.25,-118.48
"3520",232900,4.3333,33,2088,383,960,362,34.25,-118.49
"3521",225900,5.5714,34,4877,815,2521,781,34.27,-118.49
"3522",236200,NA,33,3047,527,1578,507,34.27,-118.49
"3523",221600,4.869,35,2235,390,1148,NA,34.27,-118.5
"3524",243800,5.4065,34,3580,565,1694,524,34.28,-118.51
"3525",379600,7.8193,33,1975,271,801,287,34.28,-118.52
"3526",222500,4.055,34,3787,771,NA,738,34.27,-118.51
"3527",252100,NA,36,2276,429,1001,419,34.27,-118.51
"3528",271200,5.5649,36,3204,NA,1499,499,34.27,-118.52
"3529",329200,5.3847,32,1931,298,948,314,34.27,-118.53
"3530",308400,8.176,18,3674,577,1590,550,34.26,-118.53
"3531",311800,5.6912,NA,5303,838,2372,807,34.26,-118.54
"3532",348200,6.7415,28,2309,300,931,302,34.27,-118.54
"3533",NA,5.634,33,1927,305,896,293,34.27,-118.53
"3534",500001,10.9052,23,4960,592,1929,586,34.26,-118.54
"3535",445400,8.203,21,4018,536,1508,529,34.26,-118.55
"3536",352800,8.1356,25,4919,661,2183,625,34.27,-118.55
"3537",237300,4.8316,33,2831,510,1340,504,34.26,-118.5
"3538",254200,3.7816,21,8850,2139,4717,1979,34.26,-118.52
"3539",332500,5.5433,29,NA,354,1109,397,34.26,-118.51
"3540",290900,4.6625,NA,7849,NA,3561,1500,34.25,-118.52
"3541",261300,3.5497,25,8389,1872,4483,1747,34.26,-118.49
"3542",258000,5,28,4054,712,2164,746,34.25,-118.49
"3543",500001,9.6047,20,7384,845,2795,872,34.27,-118.57
"3544",357100,7.167,20,8146,1131,3562,1054,34.26,-118.59
"3545",375900,6.0137,17,5406,895,2337,882,34.24,-118.61
"3546",277200,4.8333,NA,4759,924,NA,915,34.24,-118.63
"3547",262100,6.3249,15,NA,1653,4178,NA,34.26,-118.62
"3548",271500,NA,18,6154,1070,NA,1034,34.26,-118.6
"3549",276600,5.5111,16,8295,NA,3903,1451,34.25,-118.61
"3550",277600,6.5146,18,1376,225,670,205,34.22,-118.63
"3551",333700,6.8643,25,2762,410,1166,439,34.22,-118.64
"3552",350000,6.1288,18,897,142,263,110,34.23,-118.66
"3553",327300,6.1419,26,3727,572,1724,530,34.23,-118.61
"3554",333700,7.3252,24,5256,758,2474,780,34.22,-118.61
"3555",230300,3.2564,19,8866,2355,5005,2194,34.23,-118.6
"3556",254500,3.0347,17,6592,1525,4459,1463,34.23,-118.59
"3557",500001,8.565,NA,1962,243,NA,242,34.25,-118.56
"3558",500001,8.1714,23,2980,362,1208,378,34.24,-118.56
"3559",NA,5.6149,34,5098,778,2239,778,34.25,-118.57
"3560",236900,3.2426,26,3239,647,1529,590,34.24,-118.58
"3561",193300,3.6231,15,9716,2387,4992,2225,34.25,-118.59
"3562",419900,8.7471,20,4679,609,1945,609,34.25,-118.57
"3563",280800,5.521,23,4883,769,2119,725,34.25,-118.58
"3564",248400,NA,NA,3215,529,1710,539,34.23,-118.56
"3565",221800,4.6944,36,2406,432,1242,454,34.23,-118.56
"3566",221900,4.9676,22,3275,648,1746,585,34.23,-118.57
"3567",230200,4.1023,29,3907,773,2037,727,34.23,-118.58
"3568",168800,3.4091,14,NA,1209,2676,1128,34.23,-118.59
"3569",NA,4.8929,35,1917,314,1019,340,34.23,-118.58
"3570",230400,NA,35,1969,NA,950,340,34.22,-118.58
"3571",NA,4.0077,17,6015,1464,3056,1347,34.22,-118.59
"3572",500001,8.8612,24,4338,558,NA,549,34.25,-118.51
"3573",483500,8.6454,31,5297,664,1986,657,34.24,-118.51
"3574",477200,7.2772,36,3324,448,1190,423,34.23,-118.51
"3575",418500,NA,NA,3218,NA,2295,876,34.24,-118.52
"3576",NA,8.3841,35,1471,210,735,219,34.23,-118.52
"3577",323100,3.3892,20,6331,1537,2957,1509,34.25,-118.53
"3578",264000,NA,24,4631,1164,2360,1083,34.24,-118.54
"3579",NA,2.9076,24,NA,719,3018,644,34.24,-118.53
"3580",232900,4.375,35,3422,601,1690,574,34.23,-118.54
"3581",230400,3.2404,27,2131,543,1065,528,34.23,-118.53
"3582",322200,6.2788,26,2639,378,1191,401,34.25,-118.54
"3583",407500,4.3458,NA,5751,1082,2230,1016,34.24,-118.55
"3584",245100,2.8727,25,4409,1018,4579,1010,34.23,-118.55
"3585",454400,4.7926,27,4580,918,2252,850,34.23,-118.51
"3586",318100,3.2289,21,4617,1101,2891,1031,34.22,-118.52
"3587",NA,3.0321,32,4039,984,2675,NA,34.23,-118.53
"3588",211600,3.6187,34,2193,NA,1299,497,34.22,-118.54
"3589",241400,4.125,29,1753,342,1318,NA,34.23,-118.54
"3590",212300,5.2801,34,2094,380,NA,380,34.25,-118.45
"3591",170700,3.8583,11,5363,1160,NA,1034,34.24,-118.46
"3592",238900,NA,21,NA,477,1330,NA,34.25,-118.47
"3593",NA,NA,19,2405,661,1855,621,34.24,-118.47
"3594",267600,6.6537,32,2621,NA,NA,414,34.24,-118.48
"3595",253900,5.0232,30,2871,470,1335,458,34.25,-118.49
"3596",244200,5.2939,35,2707,446,1224,445,34.24,-118.49
"3597",262300,6.0965,34,1971,NA,917,307,34.24,-118.49
"3598",241100,4.8164,32,NA,389,969,331,34.25,-118.5
"3599",257300,6.155,32,NA,380,1040,344,34.25,-118.5
"3600",NA,5.9401,34,2634,412,1114,423,34.24,-118.5
"3601",319000,4.5167,26,3082,573,1590,586,34.23,-118.5
"3602",NA,5.2668,32,4373,683,NA,693,34.23,-118.49
"3603",238200,5.0325,30,1756,314,899,288,34.22,-118.49
"3604",160000,2.5008,22,8350,2717,9135,2452,34.23,-118.47
"3605",258600,NA,35,1963,310,919,297,34.23,-118.48
"3606",273100,6.5268,NA,1762,263,761,292,34.23,-118.48
"3607",239900,NA,29,NA,707,1752,650,34.23,-118.48
"3608",169400,2.7121,20,4609,1499,5349,1377,34.23,-118.46
"3609",154600,3.0187,16,6338,1768,NA,1632,34.23,-118.46
"3610",151900,3.4514,38,921,239,1023,241,34.25,-118.43
"3611",183800,4.7228,36,1181,220,775,218,34.24,-118.42
"3612",171400,4.0208,36,1488,313,1221,296,34.24,-118.43
"3613",177200,4.5833,35,1507,281,1025,286,34.24,-118.42
"3614",179200,4.5909,35,1026,195,753,185,34.23,-118.41
"3615",NA,3.125,38,490,101,402,100,34.24,-118.41
"3616",165100,4.0792,34,1102,212,949,NA,34.26,-118.44
"3617",153900,3.9167,28,1077,288,1377,293,34.26,-118.44
"3618",159300,3.6384,32,2433,553,2318,NA,34.25,-118.43
"3619",174300,5.5124,34,325,60,433,83,34.26,-118.44
"3620",176000,3.7,35,1583,324,1481,351,34.25,-118.44
"3621",162500,3.9833,NA,2143,565,1803,497,34.25,-118.45
"3622",136500,NA,11,9053,2193,7096,2038,34.24,-118.45
"3623",157600,2.3584,15,5738,1767,4620,1581,34.23,-118.45
"3624",205900,3.0865,7,3299,794,2343,647,34.24,-118.45
"3625",173700,4.8958,33,1121,231,1038,236,34.25,-118.44
"3626",178700,3.7143,35,1416,261,NA,272,34.24,-118.43
"3627",182500,4.4688,35,1488,293,1112,288,34.24,-118.43
"3628",184000,4.095,36,1660,301,1225,307,34.24,-118.44
"3629",178200,NA,NA,2344,NA,1531,399,34.24,-118.44
"3630",186700,5.6629,33,2478,457,1567,446,34.23,-118.42
"3631",233000,5.3767,29,1807,323,1234,310,34.22,-118.42
"3632",181500,4.4432,35,2049,NA,1286,385,34.23,-118.43
"3633",183800,4.6827,36,1379,265,896,NA,34.24,-118.43
"3634",189000,4.5375,34,1550,279,1011,288,34.23,-118.42
"3635",176500,3.4013,35,1225,228,720,231,34.23,-118.43
"3636",173700,3.9615,37,1737,NA,1061,356,34.23,-118.43
"3637",172700,4.0057,37,1279,241,987,NA,34.24,-118.43
"3638",183100,4.0368,36,1730,387,NA,353,34.23,-118.44
"3639",184600,3.66,34,1588,360,1080,NA,34.22,-118.43
"3640",183800,3.8083,NA,1030,214,664,223,34.22,-118.44
"3641",178200,3.325,39,1529,344,913,314,34.22,-118.44
"3642",181800,4.5278,43,2257,429,1418,442,34.23,-118.44
"3643",170700,2.6299,35,2288,617,2222,566,34.22,-118.46
"3644",168200,3.9625,39,1500,333,998,309,34.22,-118.46
"3645",184400,NA,31,2057,601,2397,579,34.22,-118.46
"3646",183000,2.0699,24,3442,1168,4625,1097,34.22,-118.45
"3647",183700,2.5833,25,NA,1369,NA,1267,34.23,-118.45
"3648",185700,2.7714,8,2609,786,1803,695,34.22,-118.45
"3649",145400,2.585,NA,9902,2814,7307,2660,34.23,-118.46
"3650",178800,NA,36,1191,NA,718,248,34.22,-118.44
"3651",185100,4.8703,37,1665,335,1011,343,34.21,-118.44
"3652",168600,2.875,41,1440,325,1014,322,34.21,-118.44
"3653",168600,2.825,41,1582,399,1159,378,34.22,-118.44
"3654",233700,4.2656,34,2300,429,1447,455,34.22,-118.43
"3655",175500,2.425,17,3667,1209,2636,1054,34.21,-118.43
"3656",NA,3.6618,36,1372,295,774,306,34.22,-118.43
"3657",186300,3.6442,NA,1220,NA,729,230,34.22,-118.4
"3658",191500,2.9803,30,2453,544,1753,506,34.21,-118.4
"3659",193200,4.0167,35,NA,NA,1594,446,34.21,-118.41
"3660",181300,4.8194,45,972,181,NA,187,34.21,-118.4
"3661",183800,3.6591,36,NA,540,1556,491,34.22,-118.4
"3662",190000,4.0049,37,1404,266,889,274,34.23,-118.4
"3663",231500,4.8816,38,983,NA,513,170,34.25,-118.38
"3664",229200,4.1121,40,1283,246,594,236,34.24,-118.37
"3665",NA,3.6,32,1444,317,1177,NA,34.23,-118.37
"3666",151500,3.5521,17,1787,NA,1671,448,34.22,-118.37
"3667",158300,1.3594,38,125,NA,63,29,34.24,-118.38
"3668",NA,4.775,35,2552,545,1850,503,34.24,-118.4
"3669",NA,3.0083,18,NA,831,3001,795,34.23,-118.39
"3670",161600,2.1518,43,1193,299,1184,320,34.23,-118.39
"3671",172700,4.1181,36,1643,349,1414,NA,34.23,-118.4
"3672",210500,5.35,35,2830,518,1577,524,34.21,-118.41
"3673",239900,5.592,35,1789,292,897,267,34.21,-118.41
"3674",165200,3.695,40,712,149,533,155,34.22,-118.39
"3675",186800,5.0818,35,NA,334,1277,345,34.22,-118.39
"3676",178500,3.6845,32,NA,441,1516,432,34.21,-118.39
"3677",172400,2.6667,14,2807,868,2729,NA,34.21,-118.39
"3678",177700,2.375,20,1176,NA,864,318,34.22,-118.38
"3679",170600,3.7708,NA,1468,303,1295,300,34.21,-118.38
"3680",179100,3.0833,33,1981,484,1665,466,34.21,-118.38
"3681",198600,NA,34,3004,589,1938,568,34.22,-118.42
"3682",237400,5.1586,29,2893,543,1636,540,34.21,-118.42
"3683",187500,1,34,161,48,66,33,34.2,-118.42
"3684",207300,5.6687,34,1531,278,1064,274,34.23,-118.42
"3685",176400,3.1563,36,1392,326,1181,303,34.21,-118.37
"3686",176600,NA,36,2080,455,1939,484,34.21,-118.37
"3687",175700,3.7143,34,2272,558,2164,484,34.21,-118.37
"3688",174100,2.9028,11,2127,581,1989,530,34.22,-118.37
"3689",150000,2.2679,32,362,100,348,102,34.22,-118.38
"3690",183200,2.8333,15,NA,742,1994,670,34.23,-118.36
"3691",160300,NA,37,1512,NA,1545,351,34.22,-118.36
"3692",154300,3.025,41,1560,374,1668,389,34.22,-118.35
"3693",152900,1.8929,41,337,65,198,50,34.21,-118.36
"3694",169500,3.8,42,715,145,730,158,34.21,-118.38
"3695",181700,3.0125,NA,4138,1171,3911,1068,34.2,-118.38
"3696",177200,NA,NA,2594,1028,3950,973,34.2,-118.39
"3697",159600,NA,NA,2034,470,1990,423,34.21,-118.37
"3698",171800,NA,34,NA,609,2488,597,34.2,-118.37
"3699",171200,2.3182,38,1363,395,1798,405,34.21,-118.38
"3700",170400,2.8917,33,1438,309,1378,306,34.2,-118.37
"3701",176400,4.1445,NA,2921,685,1512,664,34.19,-118.36
"3702",NA,2.9583,34,1471,423,NA,386,34.18,-118.36
"3703",194900,2.8784,36,2233,605,1934,599,34.18,-118.36
"3704",198900,3.1629,33,1829,512,1345,500,34.18,-118.37
"3705",185100,2.6696,19,2890,821,2203,705,34.19,-118.37
"3706",192000,3.0491,41,2000,485,1439,NA,34.19,-118.39
"3707",162500,2.0968,NA,1875,710,2555,657,34.19,-118.39
"3708",181300,2.2234,NA,2012,732,3483,731,34.2,-118.39
"3709",171600,2.1,NA,2924,867,2751,NA,34.19,-118.37
"3710",176300,NA,37,1434,394,1667,404,34.19,-118.38
"3711",187500,NA,32,993,285,1044,248,34.2,-118.38
"3712",211900,3.6875,13,4859,1293,3351,1200,34.2,-118.4
"3713",181300,3.625,37,NA,NA,NA,230,34.19,-118.4
"3714",226400,2.8424,30,2392,655,1987,609,34.2,-118.4
"3715",191300,3.0395,NA,2180,599,1483,574,34.19,-118.4
"3716",200000,4.1429,39,1169,242,612,247,34.19,-118.41
"3717",217200,3.5164,32,2734,654,NA,610,34.2,-118.41
"3718",221500,1.9549,24,NA,908,2850,839,34.2,-118.42
"3719",193800,3.9792,NA,779,145,450,148,34.19,-118.41
"3720",222500,3.338,34,2622,572,1997,573,34.19,-118.42
"3721",231700,2.2377,27,3201,970,3403,948,34.2,-118.42
"3722",290100,3.0221,28,3386,815,2240,737,34.2,-118.43
"3723",269700,2.2589,33,3353,790,2318,775,34.19,-118.42
"3724",NA,2.6165,33,3285,830,2281,786,34.19,-118.42
"3725",225600,3.1551,27,3760,NA,2022,812,34.18,-118.42
"3726",335500,3.6745,31,2887,646,1626,637,34.18,-118.42
"3727",202200,3.3594,30,1323,353,856,333,34.18,-118.42
"3728",NA,3.9099,33,2717,662,1546,597,34.18,-118.43
"3729",NA,3.8906,31,2417,NA,1102,507,34.18,-118.43
"3730",382400,5.7143,40,1013,150,449,166,34.18,-118.42
"3731",190700,3.6625,NA,1106,225,595,228,34.19,-118.41
"3732",237900,NA,NA,1840,356,966,323,34.18,-118.41
"3733",262200,3.0119,30,2008,513,1052,496,34.18,-118.41
"3734",224600,2.8021,37,1993,425,939,400,34.19,-118.41
"3735",216700,4.1125,30,521,126,306,129,34.19,-118.4
"3736",261800,3.6007,35,1631,356,862,368,34.19,-118.4
"3737",312700,3.5711,NA,3724,899,1912,791,34.18,-118.4
"3738",286000,3.4013,27,3588,911,1891,871,34.17,-118.4
"3739",204200,2.9982,25,3794,989,2454,876,34.19,-118.39
"3740",240200,2.9327,42,1957,389,985,414,34.18,-118.39
"3741",241500,NA,26,3345,818,1599,773,34.17,-118.39
"3742",223800,3.3906,44,477,91,NA,112,34.18,-118.39
"3743",192900,2.4167,36,904,191,NA,191,34.19,-118.39
"3744",364700,2.3333,45,1176,250,NA,228,34.16,-118.4
"3745",384700,3.8056,35,1354,284,501,NA,34.16,-118.4
"3746",364700,4.2989,34,2638,580,1150,551,34.16,-118.4
"3747",465800,6.3703,32,3060,505,1159,510,34.16,-118.41
"3748",330900,4.692,NA,2027,428,879,402,34.17,-118.41
"3749",181500,2.7379,42,1308,289,950,302,34.19,-118.38
"3750",190800,3.0061,40,2079,568,1396,526,34.18,-118.38
"3751",165300,2.1449,27,4834,NA,NA,1432,34.18,-118.38
"3752",200000,2.4792,24,1983,651,2251,574,34.18,-118.38
"3753",238500,2.8208,33,1588,NA,739,392,34.17,-118.38
"3754",222400,3.6563,40,NA,372,835,385,34.17,-118.39
"3755",190200,2.9728,36,1608,373,1217,374,34.18,-118.37
"3756",NA,3.3958,42,1140,300,643,252,34.18,-118.37
"3757",186400,3.3125,44,901,NA,473,179,34.18,-118.38
"3758",177400,1.9866,30,977,264,736,258,34.19,-118.38
"3759",177300,2.9228,35,2949,794,2106,746,34.18,-118.37
"3760",174200,NA,32,3553,1060,3129,1010,34.18,-118.38
"3761",200000,NA,NA,1109,354,NA,334,34.18,-118.36
"3762",199500,2.5234,31,1939,505,1584,466,34.17,-118.36
"3763",191800,3.2596,42,1713,416,1349,427,34.17,-118.37
"3764",276100,3.9038,35,2785,663,1631,614,34.18,-118.41
"3765",366100,NA,27,3277,648,1382,NA,34.17,-118.41
"3766",291700,4.375,NA,1975,384,882,NA,34.18,-118.41
"3767",NA,3.4449,32,3202,696,NA,621,34.17,-118.43
"3768",341800,5.451,35,2922,507,1130,485,34.17,-118.43
"3769",336900,5.9275,37,NA,331,794,NA,34.17,-118.43
"3770",353600,NA,34,2459,489,1139,463,34.16,-118.43
"3771",343400,3.4208,41,2050,478,850,490,34.16,-118.43
"3772",333900,4.569,40,1134,184,452,187,34.16,-118.43
"3773",365000,5.1496,27,2795,602,1073,535,34.15,-118.42
"3774",359700,6.1359,31,2235,363,914,370,34.17,-118.42
"3775",367900,3.9028,28,4664,1040,1963,NA,34.16,-118.42
"3776",275000,4.1875,14,577,150,372,130,34.16,-118.41
"3777",386100,3.6641,25,2769,566,1201,545,34.16,-118.42
"3778",269200,2.2652,24,4443,1283,2421,1180,34.17,-118.4
"3779",221500,NA,24,6347,1548,2945,1492,34.17,-118.4
"3780",283600,3.2052,28,2790,748,1351,697,34.17,-118.39
"3781",265200,3.1929,26,6429,1611,2806,1491,34.17,-118.39
"3782",414300,5.1169,46,1582,279,603,283,34.16,-118.39
"3783",444700,5.1584,37,1388,286,547,258,34.16,-118.39
"3784",192300,2.7708,30,2016,622,1359,557,34.17,-118.38
"3785",309400,3.3177,46,NA,593,1055,585,34.16,-118.38
"3786",319400,3.7312,NA,2197,501,944,474,34.16,-118.38
"3787",194100,2.3851,44,2295,560,1543,NA,34.17,-118.36
"3788",185400,2.3784,15,3327,1011,2683,857,34.17,-118.37
"3789",184400,2.4107,42,600,171,377,181,34.17,-118.37
"3790",221400,2.2756,10,NA,473,1438,429,34.17,-118.37
"3791",325000,0.8198,6,854,350,542,321,34.17,-118.37
"3792",250000,2.7231,6,6526,2007,3298,1790,34.16,-118.37
"3793",NA,3.6128,NA,2606,748,1373,680,34.16,-118.37
"3794",262500,NA,25,2450,618,1054,578,34.16,-118.37
"3795",282300,4.4122,40,1973,382,774,352,34.16,-118.37
"3796",274300,2.4835,43,2850,709,1510,670,34.16,-118.36
"3797",325000,4.0764,NA,NA,556,989,493,34.16,-118.36
"3798",232400,3.5051,17,4150,1148,1808,1041,34.16,-118.37
"3799",209400,3.1106,11,2901,NA,1659,789,34.16,-118.37
"3800",322900,5.1423,45,1755,335,822,342,34.16,-118.36
"3801",417900,4.3542,42,NA,442,862,429,34.16,-118.36
"3802",500001,4.1544,35,2245,393,783,402,34.15,-118.35
"3803",140500,2.773,20,4090,1271,2824,1053,34.2,-118.43
"3804",226500,NA,26,2867,671,1955,NA,34.21,-118.43
"3805",241300,2.9219,28,1732,435,1198,417,34.2,-118.44
"3806",221200,3.2448,20,5756,1477,4031,1369,34.21,-118.44
"3807",195600,2.1888,NA,NA,733,2172,707,34.21,-118.45
"3808",202100,2.9688,19,3666,1150,2657,1090,34.2,-118.45
"3809",202700,3.5255,13,2926,816,1867,802,34.2,-118.46
"3810",186900,3.5,7,2081,NA,1456,535,34.21,-118.46
"3811",220000,2.9735,34,2512,603,NA,584,34.21,-118.47
"3812",229100,2.9025,20,3939,1143,2475,1002,34.2,-118.47
"3813",197400,3.3864,25,2879,723,2077,649,34.21,-118.48
"3814",189900,2.8974,NA,2027,559,1545,513,34.2,-118.48
"3815",93800,2.1974,22,3430,1214,3618,1092,34.22,-118.48
"3816",225000,1.3565,25,1131,449,746,420,34.21,-118.49
"3817",202000,3.1667,NA,2087,571,1809,553,34.19,-118.49
"3818",215800,5.2118,35,1109,206,515,NA,34.2,-118.49
"3819",217700,3.915,34,1617,344,NA,305,34.2,-118.5
"3820",NA,2.4375,12,3831,1083,2258,967,34.2,-118.48
"3821",191700,2.6957,23,2850,864,2249,777,34.2,-118.48
"3822",221100,2.8646,NA,5699,1594,3809,NA,34.19,-118.48
"3823",210400,3.8833,36,NA,423,1132,423,34.19,-118.48
"3824",NA,2.7118,25,4590,1477,2723,1195,34.2,-118.47
"3825",292900,3.892,33,3879,943,2113,843,34.19,-118.47
"3826",190500,2.5562,27,1572,450,1039,455,34.2,-118.45
"3827",230800,2.5842,18,2729,800,2099,742,34.2,-118.45
"3828",205600,3.0893,22,4855,1350,2519,NA,34.2,-118.46
"3829",192200,NA,NA,NA,254,NA,253,34.19,-118.45
"3830",233500,2.7237,20,5992,NA,4826,1632,34.19,-118.46
"3831",256300,6.1142,35,1491,295,779,309,34.19,-118.46
"3832",238100,3.1118,29,3051,694,1942,679,34.2,-118.43
"3833",234900,2.7375,36,2698,623,1544,554,34.2,-118.44
"3834",225600,2.5197,35,1717,478,1628,495,34.2,-118.44
"3835",232500,2.936,17,2934,NA,NA,889,34.2,-118.44
"3836",245500,4.125,27,3440,739,1827,712,34.19,-118.43
"3837",243600,5,37,1516,344,983,347,34.19,-118.44
"3838",215500,NA,19,3487,959,2278,835,34.19,-118.44
"3839",199100,2.4583,29,1599,459,1143,438,34.19,-118.44
"3840",271100,2.6364,22,2052,568,1254,572,34.18,-118.43
"3841",221000,2.2326,36,2077,496,1206,528,34.18,-118.44
"3842",178100,2.891,11,2891,951,2166,768,34.19,-118.44
"3843",NA,2.1977,17,NA,NA,2423,556,34.18,-118.44
"3844",181300,2.2264,11,2479,900,2466,855,34.19,-118.45
"3845",158300,2.0192,22,2516,826,3350,713,34.18,-118.45
"3846",174200,3.0877,27,2582,719,2038,718,34.18,-118.46
"3847",225000,5.0929,NA,1104,196,495,196,34.19,-118.47
"3848",228800,3.7171,39,1810,388,839,380,34.18,-118.45
"3849",246400,3.6875,34,1843,442,NA,NA,34.18,-118.45
"3850",251400,4.5081,33,1791,386,844,397,34.18,-118.46
"3851",NA,3.4583,NA,1819,465,1336,419,34.18,-118.46
"3852",215000,2.2461,35,972,270,550,256,34.18,-118.44
"3853",286700,3.8081,25,4966,1134,1941,958,34.17,-118.44
"3854",225000,3.6019,33,2077,486,NA,NA,34.18,-118.45
"3855",NA,2.6238,25,3830,1105,2328,NA,34.18,-118.43
"3856",286100,4.375,33,2127,414,NA,391,34.18,-118.44
"3857",266000,2.6979,33,1679,NA,NA,412,34.17,-118.43
"3858",353100,4.4464,34,2180,424,906,429,34.17,-118.43
"3859",500001,11.2093,42,777,102,284,113,34.17,-118.43
"3860",279400,3.2763,NA,2685,642,1085,599,34.17,-118.44
"3861",379700,4.0474,34,2622,467,1233,476,34.16,-118.43
"3862",328500,NA,35,3080,642,1362,NA,34.16,-118.44
"3863",337500,4.0391,33,1616,322,580,311,34.16,-118.44
"3864",272600,3.7105,22,NA,1358,2237,1220,34.16,-118.45
"3865",277300,3.2386,21,2152,527,996,470,34.17,-118.45
"3866",261300,NA,33,NA,687,1388,658,34.17,-118.45
"3867",309300,4.1875,24,2814,NA,1463,620,34.17,-118.46
"3868",273700,3.1478,22,6707,1737,2620,NA,34.17,-118.46
"3869",314800,4.475,33,2544,500,NA,492,34.16,-118.45
"3870",280400,4.4423,28,2795,622,1173,545,34.16,-118.46
"3871",299100,NA,26,2548,647,NA,540,34.16,-118.46
"3872",227100,2.875,22,6064,1826,NA,NA,34.21,-118.54
"3873",199200,3.9886,32,2593,566,1596,547,34.21,-118.54
"3874",224100,4.6731,35,1664,300,1000,309,34.22,-118.54
"3875",NA,4.1597,37,1600,349,1012,366,34.2,-118.54
"3876",203700,4.1319,33,2205,453,1242,419,34.19,-118.54
"3877",222100,4.3462,36,2794,523,1334,472,34.22,-118.51
"3878",236100,4.9643,36,1254,229,629,245,34.21,-118.5
"3879",215900,5.5675,36,1656,NA,817,308,34.21,-118.5
"3880",209200,4.185,36,1952,387,1156,392,34.22,-118.51
"3881",223600,NA,36,2396,421,1064,398,34.21,-118.51
"3882",213200,4.8646,36,1493,285,766,272,34.22,-118.51
"3883",195400,5.0282,35,1275,222,959,NA,34.22,-118.52
"3884",203300,NA,35,NA,272,1052,NA,34.22,-118.52
"3885",206700,4.3261,36,2394,424,1490,427,34.21,-118.52
"3886",211000,5.1265,34,1663,299,762,282,34.21,-118.52
"3887",199800,4.6607,29,NA,849,NA,867,34.22,-118.53
"3888",213200,2.9389,18,NA,796,1855,725,34.21,-118.53
"3889",246400,5.0623,35,2592,NA,1427,434,34.21,-118.55
"3890",205100,4.4271,NA,1843,329,NA,NA,34.22,-118.56
"3891",196800,3.5333,36,1286,242,NA,248,34.21,-118.56
"3892",197000,4.3194,NA,1599,294,819,306,34.22,-118.56
"3893",NA,3.8247,33,3910,838,2097,810,34.21,-118.55
"3894",189800,3.7313,13,8327,1849,4126,1773,34.21,-118.56
"3895",199800,4.3571,NA,2891,594,NA,NA,34.2,-118.52
"3896",205300,3.225,33,3270,NA,2118,763,34.2,-118.53
"3897",NA,NA,35,1668,NA,807,311,34.21,-118.5
"3898",209000,NA,35,1614,308,850,330,34.2,-118.51
"3899",188400,NA,37,2066,434,1031,414,34.2,-118.51
"3900",193700,4.5648,36,1328,287,NA,273,34.21,-118.52
"3901",203800,2.2304,NA,NA,322,884,334,34.2,-118.5
"3902",262500,4.2344,NA,2327,479,1166,472,34.2,-118.51
"3903",227500,3.7049,34,2871,581,1350,535,34.2,-118.51
"3904",229200,5.3028,35,NA,418,1161,421,34.19,-118.51
"3905",221100,4.2865,38,2182,409,1141,NA,34.19,-118.51
"3906",229100,4.1304,18,4249,933,2047,909,34.2,-118.5
"3907",228300,5.0796,35,2720,490,1158,445,34.19,-118.5
"3908",224700,4,26,2156,509,1142,470,34.19,-118.5
"3909",195000,2.6437,19,4315,1304,2490,1222,34.2,-118.52
"3910",207200,4.9102,37,1795,346,1082,354,34.2,-118.52
"3911",191100,2.8701,26,2221,662,NA,603,34.2,-118.53
"3912",NA,3.6905,21,2549,651,1624,628,34.2,-118.55
"3913",170600,3.1106,18,NA,1322,3161,1280,34.19,-118.55
"3914",211800,3.5313,31,1963,420,1494,415,34.2,-118.55
"3915",203900,2.9511,42,881,NA,464,163,34.19,-118.52
"3916",206900,3.8516,37,1560,275,763,284,34.19,-118.52
"3917",212100,NA,37,1892,347,1039,343,34.19,-118.52
"3918",NA,2.625,32,2618,692,1961,633,34.19,-118.53
"3919",245400,4.2143,34,2307,388,1168,427,34.18,-118.52
"3920",240300,4.2083,26,4175,885,2118,NA,34.18,-118.53
"3921",190900,4.175,36,1544,308,891,286,34.2,-118.56
"3922",196700,4.0789,35,2273,410,1431,403,34.2,-118.56
"3923",201400,5.4548,NA,782,144,NA,NA,34.19,-118.56
"3924",183600,3.9615,34,1237,242,671,221,34.19,-118.56
